state_clean,county_clean,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days Ozone,Days PM2.5,Days PM10,PM25_pct,Ozone_pct,NO2_pct,PM10_pct,pm25_share,ozone_share,StateAbbr,asthma_pct,heart_disease_pct,copd_pct,diabetes_pct,stroke_pct,poor_mental_health_pct,poor_physical_health_pct,smoking_pct,fips,state_label,county_label,poverty_rate,median_income,income_k,poverty_pct,cluster,cluster_label
indiana,elkhart,364.8,239.0,124.6,0.8,0.4,0.0,0.0,108.2,61.0,42.8,142.8,222.0,0.0,60.85555842193859,39.14444157806141,0.0,0.0,0.6085526315789473,0.3914473684210526,IN,0.1015,0.066125,0.08475,0.115375,0.033375,0.15975,0.130375,0.205125,18039,Indiana,Elkhart,0.113,62233.0,62.233,11.3,0.0,Low-burden
indiana,floyd,359.6,303.0,54.4,2.2,0.0,0.0,0.0,117.6,51.6,37.0,301.6,58.0,0.0,15.971652545728086,84.02834745427191,0.0,0.0,0.1612903225806451,0.8387096774193549,IN,0.1004999999999999,0.061375,0.076125,0.1028749999999999,0.029875,0.15175,0.116875,0.1895,18043,Indiana,Floyd,0.092,67330.0,67.33,9.2,0.0,Low-burden
indiana,greene,343.0,279.6,62.6,0.8,0.0,0.0,0.0,101.4,56.8,39.0,277.2,65.8,0.0,19.3796893851573,80.62031061484271,0.0,0.0,0.1918367346938775,0.8081632653061224,IN,0.10375,0.0755,0.0967499999999999,0.121125,0.036,0.165125,0.138625,0.226625,18055,Indiana,Greene,0.14300000000000002,55504.0,55.504,14.3,2.0,High-burden
indiana,hamilton,365.2,230.2,133.0,2.0,0.0,0.0,0.0,110.0,62.4,45.2,151.0,214.2,0.0,58.653342316041616,41.34665768395838,0.0,0.0,0.5865279299014239,0.4134720700985761,IN,0.087625,0.046875,0.0487499999999999,0.0846249999999999,0.02175,0.121875,0.083375,0.120625,18057,Indiana,Hamilton,0.038,108203.0,108.203,3.8,0.0,Low-burden
indiana,hendricks,339.4,319.6,19.4,0.4,0.0,0.0,0.0,92.2,47.2,34.0,339.4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.093625,0.053125,0.06125,0.0944999999999999,0.02575,0.136125,0.098,0.1625,18063,Indiana,Hendricks,0.053,90298.0,90.298,5.3,0.0,Low-burden
indiana,henry,118.0,82.4,35.4,0.2,0.0,0.0,0.0,78.6,58.8,38.6,0.0,118.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IN,0.103125,0.074375,0.0933749999999999,0.11775,0.035125,0.163,0.135,0.225875,18065,Indiana,Henry,0.151,52994.0,52.994,15.1,2.0,High-burden
indiana,howard,361.8,234.8,125.2,1.8,0.0,0.0,0.0,102.4,59.6,43.8,141.6,220.2,0.0,61.02032742096119,38.97967257903881,0.0,0.0,0.6086235489220563,0.3913764510779436,IN,0.104375,0.070625,0.0873749999999999,0.119125,0.034625,0.1585,0.129625,0.2153749999999999,18067,Indiana,Howard,0.11900000000000001,56268.0,56.268,11.9,2.0,High-burden
indiana,huntington,319.3333333333333,303.0,16.333333333333332,0.0,0.0,0.0,0.0,93.66666666666669,46.666666666666664,33.666666666666664,319.3333333333333,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.1013749999999999,0.06725,0.0848749999999999,0.11125,0.032125,0.157625,0.125,0.211375,18069,Indiana,Huntington,0.106,55546.0,55.546,10.6,1.0,Mid-burden
indiana,jackson,309.0,289.0,20.0,0.0,0.0,0.0,0.0,87.66666666666667,48.0,35.666666666666664,309.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.1025,0.071375,0.0915,0.120375,0.034375,0.16225,0.134625,0.224875,18071,Indiana,Jackson,0.142,61943.0,61.943,14.2,1.0,Mid-burden
indiana,johnson,237.0,214.0,23.0,0.0,0.0,0.0,0.0,80.0,50.0,39.0,237.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.0955,0.0567499999999999,0.07025,0.100125,0.027375,0.146125,0.10725,0.1856249999999999,18081,Indiana,Johnson,0.075,79914.0,79.914,7.5,0.0,Low-burden
indiana,knox,356.4,322.0,33.0,1.4,0.0,0.0,0.0,104.4,50.6,35.2,356.4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.103625,0.072125,0.092375,0.117625,0.034875,0.165875,0.1345,0.22375,18083,Indiana,Knox,0.15,56564.0,56.564,15.0,1.0,Mid-burden
indiana,lake,365.2,157.6,202.8,4.2,0.6,0.0,0.0,147.2,69.4,52.2,85.2,273.2,4.2,74.8081443221798,23.32959053821394,0.6025900142226215,1.150086084287746,0.7480832420591457,0.2332968236582694,IN,0.1025,0.0663749999999999,0.079875,0.133875,0.03575,0.15275,0.132875,0.1997499999999999,18089,Indiana,Lake,0.139,61468.0,61.468,13.900000000000002,2.0,High-burden
indiana,laporte,348.0,272.0,69.8,5.8,0.4,0.0,0.0,146.2,63.2,38.2,294.8,53.2,0.0,15.539593675024513,84.4604063249755,0.0,0.0,0.1528735632183908,0.8471264367816093,IN,0.104,0.07225,0.0906249999999999,0.128125,0.03575,0.159,0.136125,0.23175,18091,Indiana,Laporte,0.122,62620.0,62.62,12.2,1.0,Mid-burden
indiana,madison,365.0,209.6,153.6,1.8,0.0,0.0,0.0,107.2,62.4,47.0,124.2,240.8,0.0,65.97294987369095,34.02705012630905,0.0,0.0,0.6597260273972603,0.3402739726027397,IN,0.11075,0.0725,0.09475,0.12725,0.03625,0.16625,0.1382499999999999,0.233375,18095,Indiana,Madison,0.157,54026.0,54.026,15.7,2.0,High-burden
indiana,marion,365.2,101.6,257.4,6.0,0.2,0.0,0.0,130.0,74.2,56.0,62.4,302.0,0.2,82.69346507972155,17.087506549891458,0.1643835616438356,0.0546448087431694,0.8269441401971522,0.1708652792990142,IN,0.10725,0.0631249999999999,0.077375,0.122625,0.035,0.15975,0.125375,0.203625,18097,Indiana,Marion,0.151,58737.0,58.737,15.1,2.0,High-burden
indiana,monroe,346.2,226.0,120.2,0.0,0.0,0.0,0.0,80.6,58.8,42.2,0.0,346.2,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IN,0.1002499999999999,0.05725,0.0702499999999999,0.0979999999999999,0.028125,0.160375,0.1115,0.17525,18105,Indiana,Monroe,0.21100000000000002,53166.0,53.166,21.1,2.0,High-burden
indiana,morgan,321.6666666666667,303.0,18.666666666666668,0.0,0.0,0.0,0.0,83.66666666666667,46.666666666666664,34.666666666666664,321.6666666666667,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.101625,0.066625,0.0863749999999999,0.115,0.03225,0.1585,0.12575,0.2125,18109,Indiana,Morgan,0.10300000000000001,69203.0,69.203,10.3,1.0,Mid-burden
indiana,perry,336.0,308.8,26.8,0.4,0.0,0.0,0.0,92.6,50.0,36.4,336.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.0985,0.0704999999999999,0.0876249999999999,0.11225,0.0335,0.157,0.128375,0.221,18123,Indiana,Perry,0.128,58097.0,58.097,12.8,1.0,Mid-burden
indiana,porter,365.2,227.0,132.0,5.8,0.4,0.0,0.0,140.4,64.2,45.0,165.8,187.4,12.0,51.31776330563665,45.39576315592485,0.0,3.2864735384385058,0.5131434830230012,0.4539978094194962,IN,0.096125,0.061125,0.072,0.1068749999999999,0.0287499999999999,0.144375,0.11225,0.17975,18127,Indiana,Porter,0.09699999999999999,80878.0,80.878,9.7,0.0,Low-burden
indiana,posey,333.6,307.2,25.8,0.6,0.0,0.0,0.0,99.0,49.4,34.8,333.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.0981249999999999,0.0654999999999999,0.0799999999999999,0.10625,0.031125,0.14975,0.119,0.19675,18129,Indiana,Posey,0.091,74102.0,74.102,9.1,0.0,Low-burden
indiana,shelby,340.0,314.0,24.6,1.4,0.0,0.0,0.0,103.8,49.6,35.2,340.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.1013749999999999,0.067875,0.086125,0.1135,0.0325,0.1585,0.128,0.21625,18145,Indiana,Shelby,0.099,64528.0,64.528,9.9,1.0,Mid-burden
indiana,spencer,119.6,78.0,41.6,0.0,0.0,0.0,0.0,78.0,60.2,41.8,0.0,119.6,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IN,0.0998749999999999,0.07075,0.0875,0.112625,0.03325,0.156125,0.1265,0.2105,18147,Indiana,Spencer,0.081,62311.0,62.311,8.1,0.0,Low-burden
indiana,st. joseph,365.2,200.4,161.4,3.2,0.2,0.0,0.0,127.4,66.6,48.0,141.8,220.2,0.0,60.29448311999401,38.82880455123886,0.8767123287671232,0.0,0.6029572836801752,0.3882803943044907,IN,0.1013749999999999,0.0639999999999999,0.0775,0.114125,0.0325,0.1558749999999999,0.121625,0.190375,18141,Indiana,St. Joseph,0.14300000000000002,59325.0,59.325,14.3,2.0,High-burden
indiana,sullivan,148.0,92.0,56.0,0.0,0.0,0.0,0.0,75.25,58.75,41.5,0.0,148.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IN,0.103375,0.07475,0.0973749999999999,0.123,0.03625,0.16675,0.140125,0.244375,18153,Indiana,Sullivan,0.162,47606.0,47.606,16.2,2.0,High-burden
indiana,tippecanoe,348.6,197.6,151.0,0.0,0.0,0.0,0.0,82.2,60.8,46.4,0.0,348.6,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IN,0.1,0.0562499999999999,0.0686249999999999,0.1005,0.027875,0.155625,0.1107499999999999,0.172375,18157,Indiana,Tippecanoe,0.177,55192.0,55.192,17.7,2.0,High-burden
indiana,vanderburgh,365.2,211.6,152.0,1.6,0.0,0.0,0.0,111.6,62.8,47.0,131.4,233.8,0.0,64.02604985403099,35.97395014596901,0.0,0.0,0.640197152245345,0.359802847754655,IN,0.10375,0.06725,0.08525,0.1169999999999999,0.033875,0.1655,0.128,0.21075,18163,Indiana,Vanderburgh,0.139,53795.0,53.795,13.900000000000002,2.0,High-burden
indiana,vigo,365.2,179.4,184.4,1.4,0.0,0.0,0.0,106.6,65.8,50.2,115.0,250.2,0.0,68.51336177857624,31.486638221423753,0.0,0.0,0.685104052573932,0.3148959474260679,IN,0.105125,0.0698749999999999,0.089625,0.11875,0.0345,0.167875,0.132375,0.225125,18167,Indiana,Vigo,0.204,48421.0,48.421,20.4,2.0,High-burden
indiana,wabash,354.0,320.0,32.6,1.4,0.0,0.0,0.0,105.8,50.6,35.4,354.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.10275,0.0733749999999999,0.0916249999999999,0.117,0.035125,0.162,0.13275,0.2183749999999999,18169,Indiana,Wabash,0.11199999999999999,62193.0,62.193,11.2,1.0,Mid-burden
indiana,warrick,341.2,311.4,28.0,1.8,0.0,0.0,0.0,109.6,50.8,36.2,341.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IN,0.095125,0.059375,0.0691249999999999,0.0992499999999999,0.0278749999999999,0.14075,0.1061249999999999,0.175,18173,Indiana,Warrick,0.068,83005.0,83.005,6.800000000000001,0.0,Low-burden
indiana,whitley,349.4,206.8,142.6,0.0,0.0,0.0,0.0,87.4,60.8,45.2,0.0,349.4,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IN,0.0991249999999999,0.0657499999999999,0.0806249999999999,0.105875,0.031125,0.151,0.11875,0.198625,18183,Indiana,Whitley,0.073,64146.0,64.146,7.3,0.0,Low-burden
iowa,black hawk,364.4,187.2,177.2,0.0,0.0,0.0,0.0,88.2,63.4,47.4,0.0,364.4,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IA,0.093,0.06,0.063875,0.0979999999999999,0.0305,0.139,0.10225,0.1765,19013,Iowa,Black Hawk,0.135,60716.0,60.716,13.5,2.0,High-burden
iowa,bremer,243.4,226.2,16.8,0.4,0.0,0.0,0.0,94.4,47.8,37.0,243.4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IA,0.085875,0.0567499999999999,0.055625,0.0844999999999999,0.027125,0.12275,0.089125,0.1495,19017,Iowa,Bremer,0.071,75395.0,75.395,7.1,0.0,Low-burden
iowa,cerro gordo,141.6,140.4,1.2,0.0,0.0,0.0,0.0,53.0,31.4,16.6,0.0,0.0,141.6,0.0,0.0,0.0,100.0,0.0,0.0,IA,0.0891249999999999,0.064375,0.065875,0.0998749999999999,0.031375,0.128875,0.1035,0.16875,19033,Iowa,Cerro Gordo,0.11699999999999999,55465.0,55.465,11.7,1.0,Mid-burden
iowa,clinton,356.4,150.0,206.0,0.4,0.0,0.0,0.0,96.6,67.4,51.8,79.0,277.4,0.0,77.47136594168558,22.528634058314424,0.0,0.0,0.7783389450056116,0.2216610549943883,IA,0.095,0.0683749999999999,0.07375,0.105,0.033375,0.1377499999999999,0.1115,0.191625,19045,Iowa,Clinton,0.115,60528.0,60.528,11.5,2.0,High-burden
iowa,delaware,54.0,43.0,11.0,0.0,0.0,0.0,0.0,70.0,53.0,29.0,0.0,52.0,2.0,96.29629629629628,0.0,0.0,3.703703703703703,0.9629629629629628,0.0,IA,0.0883749999999999,0.0655,0.068,0.0975,0.031375,0.13075,0.104625,0.17975,19055,Iowa,Delaware,0.091,69767.0,69.767,9.1,1.0,Mid-burden
iowa,harrison,243.0,216.2,26.4,0.4,0.0,0.0,0.0,91.8,53.8,38.4,243.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IA,0.0896249999999999,0.065375,0.068625,0.0983749999999999,0.031375,0.133875,0.105375,0.182375,19085,Iowa,Harrison,0.10400000000000001,67433.0,67.433,10.4,0.0,Low-burden
iowa,johnson,363.2,198.2,164.4,0.6,0.0,0.0,0.0,98.6,63.2,47.8,0.0,363.2,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IA,0.088625,0.0489999999999999,0.0483749999999999,0.0803749999999999,0.0245,0.129125,0.0852499999999999,0.136,19103,Iowa,Johnson,0.147,68664.0,68.664,14.7,2.0,High-burden
iowa,lee,114.2,73.4,40.8,0.0,0.0,0.0,0.0,73.8,60.4,41.8,0.0,114.2,0.0,100.0,0.0,0.0,0.0,1.0,0.0,IA,0.09325,0.068125,0.07325,0.107375,0.033625,0.1385,0.112125,0.197,19111,Iowa,Lee,0.141,56001.0,56.001,14.099999999999998,2.0,High-burden
iowa,linn,365.2,199.4,164.0,1.8,0.0,0.0,0.0,108.0,65.0,47.4,95.2,270.0,0.0,73.9294857399506,26.0705142600494,0.0,0.0,0.7393209200438117,0.2606790799561884,IA,0.0903749999999999,0.0547499999999999,0.056375,0.0882499999999999,0.027,0.127875,0.0921249999999999,0.15875,19113,Iowa,Linn,0.09699999999999999,70464.0,70.464,9.7,0.0,Low-burden
iowa,montgomery,362.0,248.2,113.6,0.2,0.0,0.0,0.0,89.0,59.2,43.0,118.6,243.4,0.0,67.24594615072945,32.75405384927056,0.0,0.0,0.6723756906077348,0.3276243093922651,IA,0.0932499999999999,0.071875,0.07725,0.108875,0.035,0.1397499999999999,0.116125,0.198,19137,Iowa,Montgomery,0.11699999999999999,53399.0,53.399,11.7,2.0,High-burden
iowa,muscatine,365.2,204.8,160.2,0.2,0.0,0.0,0.0,96.4,62.6,46.0,0.0,364.8,0.4,99.89041095890413,0.0,0.0,0.1095890410958904,0.9989047097480832,0.0,IA,0.0877499999999999,0.061,0.0635,0.10075,0.029875,0.1315,0.1044999999999999,0.173,19139,Iowa,Muscatine,0.111,63519.0,63.519,11.1,0.0,Low-burden
iowa,palo alto,364.4,230.0,133.0,1.0,0.4,0.0,0.0,115.4,61.6,45.0,108.6,255.8,0.0,70.19206995630613,29.807930043693876,0.0,0.0,0.7019758507135018,0.2980241492864983,IA,0.0876249999999999,0.063125,0.06275,0.0946249999999999,0.030375,0.1255,0.0974999999999999,0.16325,19147,Iowa,Palo Alto,0.11800000000000001,57866.0,57.866,11.8,2.0,High-burden
iowa,polk,365.2,237.2,126.8,0.8,0.4,0.0,0.0,131.2,61.2,44.0,142.8,219.0,0.0,59.96451830226813,39.10457369563589,0.9309080020959652,0.0,0.5996714129244249,0.3910186199342826,IA,0.0856249999999999,0.0539999999999999,0.0546249999999999,0.0889999999999999,0.026375,0.12925,0.0916249999999999,0.16575,19153,Iowa,Polk,0.10099999999999999,73276.0,73.276,10.1,0.0,Low-burden
iowa,pottawattamie,125.8,84.2,41.2,0.4,0.0,0.0,0.0,89.2,60.0,41.6,0.0,121.0,4.8,96.23342646685292,0.0,0.0,3.766573533147066,0.9618441971383148,0.0,IA,0.0934999999999999,0.062875,0.06825,0.100125,0.03075,0.137,0.1075,0.1955,19155,Iowa,Pottawattamie,0.12300000000000001,66144.0,66.144,12.3,0.0,Low-burden
iowa,scott,365.2,134.8,228.2,2.0,0.2,0.0,0.0,116.2,69.6,53.8,57.0,243.8,64.4,66.76233250991841,15.605509394415751,0.0,17.63215809566584,0.667579408543264,0.156078860898138,IA,0.0922499999999999,0.0577499999999999,0.0593749999999999,0.09725,0.0285,0.127,0.096625,0.16525,19163,Iowa,Scott,0.129,66443.0,66.443,12.9,2.0,High-burden
iowa,van buren,362.6,241.2,121.4,0.0,0.0,0.0,0.0,92.4,59.0,43.0,113.8,248.2,0.2,68.45854318179148,31.37555032920402,0.1101961825978067,0.0557103064066852,0.6845008273579701,0.3138444567015995,IA,0.093625,0.074,0.0805,0.11025,0.035625,0.14075,0.118625,0.204125,19177,Iowa,Van Buren,0.127,53210.0,53.21,12.7,2.0,High-burden
iowa,warren,105.0,91.0,14.0,0.0,0.0,0.0,0.0,67.0,51.0,39.0,105.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,IA,0.0866249999999999,0.052875,0.053625,0.0828749999999999,0.0255,0.123875,0.0886249999999999,0.153,19181,Iowa,Warren,0.054000000000000006,85704.0,85.704,5.4,0.0,Low-burden
iowa,woodbury,119.8,86.0,33.6,0.0,0.2,0.0,0.0,99.4,58.2,40.0,0.0,119.2,0.6,99.50819672131146,0.0,0.0,0.4918032786885246,0.994991652754591,0.0,IA,0.0914999999999999,0.05975,0.0652499999999999,0.107,0.03025,0.13475,0.1068749999999999,0.1865,19193,Iowa,Woodbury,0.155,60110.0,60.11,15.5,2.0,High-burden
kansas,chase,118.6,102.6,15.8,0.2,0.0,0.0,0.0,81.4,51.0,27.2,0.0,118.6,0.0,100.0,0.0,0.0,0.0,1.0,0.0,KS,0.0954999999999999,0.07125,0.073,0.112,0.033375,0.1405,0.1145,0.176875,20017,Kansas,Chase,0.109,57415.0,57.415,10.9,1.0,Mid-burden
kansas,ford,336.4,327.2,8.6,0.4,0.2,0.0,0.0,105.8,32.6,15.2,0.0,0.0,336.4,0.0,0.0,0.0,100.0,0.0,0.0,KS,0.0935,0.064125,0.064875,0.131,0.031375,0.1458749999999999,0.1255,0.182,20057,Kansas,Ford,0.11599999999999999,67105.0,67.105,11.6,1.0,Mid-burden
kansas,johnson,363.6,264.6,98.0,1.0,0.0,0.0,0.0,104.8,59.2,41.0,188.6,174.6,0.4,47.990320564720435,51.90009039418368,0.0,0.1095890410958904,0.4801980198019801,0.5187018701870186,KS,0.088,0.046375,0.0427499999999999,0.07925,0.022125,0.1115,0.0774999999999999,0.11375,20091,Kansas,Johnson,0.059000000000000004,93220.0,93.22,5.9,0.0,Low-burden
kansas,leavenworth,359.8,339.6,19.8,0.4,0.0,0.0,0.0,94.8,46.8,33.2,359.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,KS,0.0944999999999999,0.0554999999999999,0.0576249999999999,0.102875,0.027125,0.134375,0.0983749999999999,0.174,20103,Kansas,Leavenworth,0.087,81325.0,81.325,8.7,0.0,Low-burden
kansas,neosho,363.4,242.8,119.6,1.0,0.0,0.0,0.0,106.8,59.8,43.6,178.0,179.4,6.0,49.30131563024131,49.04737304495,0.0,1.651311324808686,0.4936708860759494,0.4898183819482664,KS,0.1004999999999999,0.07225,0.078125,0.116625,0.034625,0.1528749999999999,0.122875,0.19525,20133,Kansas,Neosho,0.15,51056.0,51.056,15.0,2.0,High-burden
kansas,sedgwick,365.2,255.2,108.4,1.6,0.0,0.0,0.0,110.4,60.8,43.2,212.4,117.6,28.6,32.2036080544951,58.15420315891909,1.807770042667864,7.834418743917958,0.3220153340635268,0.5815991237677985,KS,0.0992499999999999,0.062125,0.062375,0.115125,0.029875,0.147875,0.1102499999999999,0.181125,20173,Kansas,Sedgwick,0.133,60540.0,60.54,13.3,2.0,High-burden
kansas,shawnee,364.4,213.6,149.2,0.8,0.8,0.0,0.0,134.8,63.4,46.2,122.2,241.4,0.8,66.21655377110973,33.56411014061091,0.0,0.2193360882793697,0.6624588364434688,0.3353457738748628,KS,0.1012499999999999,0.060625,0.0653749999999999,0.116375,0.030375,0.144125,0.10825,0.176375,20177,Kansas,Shawnee,0.146,56625.0,56.625,14.6,2.0,High-burden
kansas,sherman,312.6,303.2,9.0,0.2,0.0,0.2,0.0,107.2,35.0,14.2,0.0,0.0,312.6,0.0,0.0,0.0,100.0,0.0,0.0,KS,0.0955,0.06575,0.0676249999999999,0.106625,0.031,0.140625,0.110625,0.17325,20181,Kansas,Sherman,0.135,54207.0,54.207,13.5,1.0,Mid-burden
kansas,sumner,365.2,255.0,108.8,1.4,0.0,0.0,0.0,109.6,60.4,43.0,210.0,145.8,8.4,39.91092147615839,57.51583202335504,0.273972602739726,2.299273897746837,0.3992332968236583,0.5750273822562979,KS,0.0974999999999999,0.06775,0.072375,0.109875,0.032125,0.14475,0.115375,0.1905,20191,Kansas,Sumner,0.122,58342.0,58.342,12.2,2.0,High-burden
kansas,trego,364.0,297.2,65.2,1.4,0.0,0.0,0.2,155.6,56.6,38.6,266.6,93.0,3.8,25.56043041194029,73.22924808484484,0.1654422925141156,1.0448792107007498,0.2554945054945055,0.7324175824175825,KS,0.0943749999999999,0.07025,0.07075,0.107875,0.0325,0.136125,0.109625,0.1709999999999999,20195,Kansas,Trego,0.105,56619.0,56.619,10.5,1.0,Mid-burden
kansas,wyandotte,365.0,185.0,176.6,3.2,0.2,0.0,0.0,134.2,66.8,49.2,108.2,247.8,1.0,67.88162978573938,29.651861649840544,2.083094987204576,0.2735234673253986,0.6789041095890411,0.2964383561643836,KS,0.1035,0.0672499999999999,0.073,0.14525,0.03725,0.15875,0.1357499999999999,0.221375,20209,Kansas,Wyandotte,0.16899999999999998,54943.0,54.943,16.9,2.0,High-burden
kentucky,bell,281.8,219.8,61.6,0.4,0.0,0.0,0.0,85.4,54.0,41.0,185.0,96.8,0.0,30.202456467012077,69.79754353298793,0.0,0.0,0.3435060326472675,0.6564939673527324,KY,0.124625,0.107625,0.157125,0.161,0.051875,0.21825,0.21325,0.317875,21013,Kentucky,Bell,0.321,31033.0,31.033,32.1,2.0,High-burden
kentucky,boone,238.2,218.2,19.6,0.2,0.2,0.0,0.0,101.0,49.2,38.0,238.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,KY,0.0978749999999999,0.05975,0.0726249999999999,0.09925,0.027,0.1505,0.116625,0.1725,21015,Kentucky,Boone,0.064,85284.0,85.284,6.4,0.0,Low-burden
kentucky,boyd,364.0,248.6,115.0,0.4,0.0,0.0,0.0,94.2,59.0,44.0,102.2,256.4,0.4,70.46033747673093,28.05306597985691,1.3771572141210586,0.1094393292911146,0.7043956043956043,0.2807692307692307,KY,0.109625,0.0828749999999999,0.10675,0.129625,0.037625,0.1781249999999999,0.15675,0.235625,21019,Kentucky,Boyd,0.21,48979.0,48.979,21.0,2.0,High-burden
kentucky,bullitt,237.2,210.8,25.6,0.8,0.0,0.0,0.0,119.6,51.8,38.4,237.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,KY,0.1052499999999999,0.07075,0.09225,0.10975,0.032125,0.171125,0.1387499999999999,0.219875,21029,Kentucky,Bullitt,0.111,68630.0,68.63,11.1,0.0,Low-burden
kentucky,campbell,360.4,219.8,139.6,1.0,0.0,0.0,0.0,103.6,61.6,45.4,98.4,254.8,0.0,70.71942241256615,27.26889645089084,2.0116811365430154,0.0,0.706992230854606,0.2730299667036626,KY,0.10125,0.06475,0.08,0.102125,0.0292499999999999,0.160875,0.124,0.1856249999999999,21037,Kentucky,Campbell,0.111,71245.0,71.245,11.1,0.0,Low-burden
kentucky,carter,283.0,260.0,23.0,0.0,0.0,0.0,0.0,74.8,49.0,35.6,206.2,75.8,1.0,26.798604439771985,72.84750006881129,0.0,0.3538954914167138,0.2678445229681979,0.7286219081272084,KY,0.1171249999999999,0.09375,0.13025,0.1425,0.04375,0.1975,0.183125,0.270875,21043,Kentucky,Carter,0.256,43538.0,43.538,25.6,2.0,High-burden
kentucky,christian,304.6,222.8,81.8,0.0,0.0,0.0,0.0,85.0,58.2,42.4,166.4,138.2,0.0,43.16574304157457,56.83425695842543,0.0,0.0,0.4537097833223899,0.5462902166776099,KY,0.1115,0.07225,0.095875,0.129875,0.03725,0.188,0.1515,0.24225,21047,Kentucky,Christian,0.16699999999999998,48416.0,48.416,16.7,2.0,High-burden
kentucky,daviess,362.8,209.0,153.2,0.6,0.0,0.0,0.0,102.0,63.4,47.0,98.0,259.6,0.0,71.56327279278099,26.991218360552978,1.4455088466660309,0.0,0.7155457552370452,0.2701212789415655,KY,0.10525,0.07575,0.09475,0.1195,0.0345,0.1725,0.145125,0.216625,21059,Kentucky,Daviess,0.136,59304.0,59.304,13.600000000000001,2.0,High-burden
kentucky,edmonson,364.8,270.8,94.0,0.0,0.0,0.0,0.0,80.4,55.4,41.0,199.2,163.8,0.0,44.88198103266596,54.62441667921121,0.0,0.0,0.4490131578947368,0.5460526315789473,KY,0.11325,0.090125,0.123125,0.135375,0.041625,0.190875,0.173625,0.26325,21061,Kentucky,Edmonson,0.184,47734.0,47.734,18.4,2.0,High-burden
kentucky,fayette,364.2,230.8,133.2,0.2,0.0,0.0,0.0,91.6,60.2,45.4,101.8,253.2,0.4,69.5286606091375,27.942794910008026,2.4185030071766285,0.1100414736778373,0.6952224052718287,0.2795167490389895,KY,0.1034999999999999,0.0616249999999999,0.0729999999999999,0.108,0.02975,0.158,0.12125,0.168875,21067,Kentucky,Fayette,0.146,61269.0,61.269,14.6,2.0,High-burden
kentucky,greenup,234.8,227.4,7.2,0.2,0.0,0.0,0.0,72.6,46.2,35.2,234.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,KY,0.111125,0.0813749999999999,0.105,0.1235,0.037,0.175375,0.154875,0.22375,21089,Kentucky,Greenup,0.146,54292.0,54.292,14.6,1.0,Mid-burden
kentucky,hancock,220.2,198.6,21.6,0.0,0.0,0.0,0.0,91.6,49.8,39.0,220.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,KY,0.1076249999999999,0.07925,0.103875,0.120125,0.036125,0.1775,0.151,0.235875,21091,Kentucky,Hancock,0.126,60897.0,60.897,12.6,1.0,Mid-burden
kentucky,hardin,363.8,227.2,136.4,0.2,0.0,0.0,0.0,88.0,60.2,46.0,99.2,264.6,0.0,72.74430495256868,27.255695047431317,0.0,0.0,0.7273227047828478,0.2726772952171523,KY,0.107625,0.06825,0.0856249999999999,0.11725,0.032875,0.168125,0.1375,0.2153749999999999,21093,Kentucky,Hardin,0.11699999999999999,61224.0,61.224,11.7,2.0,High-burden
kentucky,henderson,261.3333333333333,124.33333333333331,136.0,1.0,0.0,0.0,0.0,94.0,65.0,51.333333333333336,45.333333333333336,216.0,0.0,87.47970573313039,12.520294266869607,0.0,0.0,0.826530612244898,0.173469387755102,KY,0.1091249999999999,0.078625,0.102625,0.127625,0.037125,0.1775,0.15325,0.2355,21101,Kentucky,Henderson,0.124,56142.0,56.142,12.4,2.0,High-burden
